"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01447099999","2019-01-01","59.5","8.2","562.0","HOYDALSMO II, NO","  33.9","24","  24.0","24","1006.8","24","939.6","24","999.9"," 0"," 10.7","24"," 15.5","999.9","  37.9"," ","  29.3","*"," 0.12","G"," 13.8","000000"
"01448099999","2019-01-01","58.0666666","8.05","8.0","OKSOY FYR, NO","  43.1","24","  28.9","24","1009.0","24","008.0","24","999.9"," 0"," 25.2","24"," 35.0"," 44.3","  46.9","*","  41.0","*"," 0.00","I","999.9","000000"
"01449099999","2019-01-01","58.8666666","9.0333333","32.0","GJERSTAD, NO","  43.6","24","  23.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 12.4","24"," 17.9"," 34.4","  46.6"," ","  27.9"," "," 0.00","G","999.9","000000"
"01450099999","2019-01-01","59.8333333","8.1833333","977.0","MOSSTRAND II, NO","  27.3","24","  21.7","24","1005.4","24","890.2","24","999.9"," 0"," 31.0","24"," 42.7","999.9","  31.6"," ","  22.1","*"," 0.06","G"," 13.8","000000"
"01452099999","2019-01-01","58.204214","8.085369","17.37","KJEVIK, NO","  42.7","24","  27.6","24","9999.9"," 0","999.9"," 0","  6.2","14"," 16.8","24"," 24.1"," 42.0","  46.8","*","  40.6","*"," 0.00","G","999.9","010000"
"01453099999","2019-01-01","58.6","8.4166666","162.0","HYNNEKLEIV, NO","  40.5","24","  23.6","24","9999.9"," 0","999.9"," 0","999.9"," 0","  8.5","24"," 17.5"," 35.5","  43.9"," ","  37.0","*"," 0.02","G","  7.5","000000"
"01455099999","2019-01-01","59.0333333","8.5166666","252.0","TVEITSUND, NO","  40.6","24","  22.4","24","1006.3","24","975.4","24","999.9"," 0"," 12.2","24"," 15.5","999.9","  43.5"," ","  36.7","*"," 0.02","G","999.9","000000"
"01460099999","2019-01-01","59.4333333","10.5833333","14.0","GULLHOLMEN, NO","  42.6","24","9999.9"," 0","9999.9"," 0","999.9"," 0","999.9"," 0"," 23.6","24"," 33.0","999.9","  47.5"," ","  39.2"," "," 0.00","I","999.9","000000"
"01462099999","2019-01-01","59.0833333","9.6666666","90.0","PORSGRUNN, NO","  42.7","22","  25.7","22","9999.9"," 0","999.9"," 0","999.9"," 0"," 11.5","22"," 15.5"," 23.1","  46.4","*","  36.1"," "," 0.02","G","999.9","000000"
"01463099999","2019-01-01","59.65","10.7666666","89.0","AS, NO","  40.6","24","  25.6","24","9999.9"," 0","999.9"," 0","999.9"," 0","999.9"," 0","999.9","999.9","  44.6"," ","  35.1"," "," 0.00","G","  2.8","000000"
"01464099999","2019-01-01","58.3333333","8.5166666","6.0","LANDVIK, NO","  43.4","24","  25.6","24","9999.9"," 0","999.9"," 0","999.9"," 0","  8.2","24"," 15.5"," 35.7","  50.2"," ","  40.5","*"," 0.00","G","999.9","000000"
"01465099999","2019-01-01","58.4","8.7833333","15.0","TORUNGEN FYR, NO","  44.0","24","  27.8","21","1006.3","24","004.8","24","999.9"," 0"," 26.1","24"," 35.0","999.9","  47.7","*","  41.0","*"," 0.00","G","999.9","000000"
"01466099999","2019-01-01","59.9666666","11.0333333","109.0","KJELLER AIRPORT, NO","  40.4","24","  27.7","24","1000.8","24","987.6","24","999.9"," 0"," 14.0","24"," 23.3","999.9","  43.7"," ","  35.1","*"," 0.00","I","999.9","000000"
"01467099999","2019-01-01","58.6333333","9.15","5.0","LYNGOR FYR, NO","  44.6","24","  23.6","24","1005.2","24","004.7","24","999.9"," 0"," 19.7","24"," 27.2"," 42.2","  48.4","*","  41.4","*"," 0.00","I","999.9","000000"
"01468099999","2019-01-01","60.1833333","12.0","148.0","KONGSVINGER, NO","  36.9","24","  27.6","24","9999.9"," 0","999.9"," 0","999.9"," 0","  7.8","24"," 11.7"," 20.2","  41.5"," ","  29.3","*"," 0.01","G","999.9","000000"
"01469099999","2019-01-01","60.1666666","10.25","140.0","HONEFOSS HOYBY, NO","  40.2","24","  28.6","24","1002.3","24","985.3","24","999.9"," 0"," 10.2","24"," 19.4","999.9","  44.2"," ","  34.7"," "," 0.06","G","999.9","000000"
"01470099999","2019-02-08","59.3833333","9.2","93.0","GVARV, NO","  28.5","15","  26.9","15"," 994.2","15","982.6","15","999.9"," 0","  3.1","14","  7.8","999.9","  39.6","*","  21.9","*"," 0.00","I","999.9","000000"
"01470399999","2019-01-02","59.565683","9.212222","19.2","NOTODDEN, NO","  19.0","10","  15.4","10","9999.9"," 0","999.9"," 0","999.9"," 0","  1.7","10","  1.9","999.9","  23.0","*","  15.8","*"," 0.00","I","999.9","000000"
"01471099999","2019-01-01","60.05","9.15","275.0","VEGGLI II, NO","  39.4","24","  22.6","24","9999.9"," 0","999.9"," 0","999.9"," 0","  7.0","24"," 11.7","999.9","  42.6"," ","  33.4","*"," 0.00","G","999.9","000000"
"01473099999","2019-01-01","59.6166666","9.6333333","173.0","KONGSBERG BRANNSTASJON, NO","  41.0","24","  22.9","24","1003.5","24","982.5","24","999.9"," 0","  8.1","24"," 13.6","999.9","  45.3"," ","  30.6","*"," 0.00","F"," 11.0","000000"
"01476099999","2019-01-01","58.85","9.55","5.0","JOMFRULAND FYR, NO","  44.1","24","  26.5","24","1004.5","24","003.9","24","999.9"," 0"," 14.1","24"," 26.2"," 34.6","  48.4"," ","  40.3","*"," 0.00","I","999.9","000000"
"01477099999","2019-01-01","59.7166666","10.15","193.0","KONNERUD, NO","  40.6","24","  23.7","24","9999.9"," 0","999.9"," 0","999.9"," 0","  7.6","24"," 11.7","999.9","  44.4"," ","  23.4"," "," 0.00","G","  8.3","000000"
"01478099999","2019-01-01","58.9666666","10.15","15.0","SVENNER LH, NO","  44.2","24","9999.9"," 0","9999.9"," 0","999.9"," 0","999.9"," 0"," 21.2","24"," 29.1","999.9","  47.1"," ","  40.8","*"," 0.00","I","999.9","000000"
"01480099999","2019-01-01","59.75","10.1333333","8.0","DRAMMEN BERSKOG, NO","  42.5","24","  24.9","24","9999.9"," 0","999.9"," 0","999.9"," 0","  8.4","24"," 15.5","999.9","  46.4"," ","  24.6"," "," 0.00","G","  4.3","000000"
"01481099999","2019-01-01","59.2333333","10.35","26.0","MELSOM, NO","  42.9","24","  24.6","24","1002.6","24","999.4","24","999.9"," 0","  9.0","24"," 15.5","999.9","  47.3"," ","  38.8"," "," 0.00","G","999.9","000000"
"01482099999","2019-01-01","59.0333333","10.5166666","7.7","FERDER LH, NO","  43.8","24","  29.3","24","1001.9","24","001.0","24","999.9"," 0"," 25.6","24"," 31.1","999.9","  46.8"," ","  40.5","*"," 0.00","I","999.9","000000"
"01482599999","2019-01-01","59.186703","10.258628","87.17","TORP, NO","  42.0","24","  25.0","24","9999.9"," 0","999.9"," 0","  6.2"," 7"," 16.9","24"," 28.0"," 44.1","  44.6","*","  37.4","*"," 0.00","I","999.9","000000"
"01483099999","2019-04-10","59.1833333","10.2666666","88.0","TORP, NO","  37.9","10","  19.1","10","1026.3","10","015.4","10","999.9"," 0","  5.1","10","  8.0","999.9","  42.3","*","  32.5","*"," 0.00","I","999.9","000000"
"01484099999","2019-01-01","59.9166666","11.5833333","128.0","AURSKOG, NO","  36.9","24","  27.7","24"," 999.9","24","984.3","24","999.9"," 0"," 12.0","23"," 25.3","999.9","  42.8"," ","  26.2","*"," 0.00","I","999.9","000000"
"01484399999","2019-01-01","59.3166667","10.45","15.0","OSEBERG, NO","  40.3","24","  32.0","24","9999.9"," 0","999.9"," 0","  5.7","24"," 50.5","24"," 62.0"," 72.1","  42.8","*","  35.6","*","99.99"," ","999.9","011000"
"01485099999","2019-01-01","59.6166666","10.2166666","60.0","DANDE GALLEBERG, NO","  43.0","24","  23.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.6","24"," 22.9"," 41.8","  50.5"," ","  35.8"," "," 0.00","I","999.9","000000"
"01486099999","2019-01-01","59.85","10.4333333","163.0","ASKER, NO","  39.9","24","  25.9","24","9999.9"," 0","999.9"," 0","999.9"," 0","999.9"," 0","999.9","999.9","  44.8","*","  32.4"," "," 0.00","G","  6.7","000000"
"01488099999","2019-01-01","60.1166666","10.8333333","170.0","HAKADAL, NO","  37.2","24","  25.5","24","9999.9"," 0","999.9"," 0","999.9"," 0","  2.6","24","  7.8","999.9","  42.6"," ","  28.8"," "," 0.00","G","  5.9","000000"
"01488199999","2019-01-01","61.206389","1.828889","142.0","STATFJORD B OIL PLATFORM, NO","  40.0","24","  27.4","24","9999.9"," 0","999.9"," 0","  5.8","24"," 46.7","24"," 67.0"," 76.9","  42.8","*","  35.6","*","99.99"," ","999.9","010000"
"01489099999","2019-01-01","60.05","10.6833333","360.0","BJORNHOLT, NO","  36.6","24","  25.1","24","9999.9"," 0","999.9"," 0","999.9"," 0","999.9"," 0","999.9","999.9","  40.6"," ","  31.1","*"," 0.00","G","  8.3","000000"
"01490099999","2019-01-01","59.9833333","10.6833333","528.0","TRYVANNSHOGDA, NO","  34.7","24","  23.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 18.4","24"," 25.3","999.9","  38.1"," ","  29.1","*"," 0.02","G","  7.5","000000"
"01492099999","2019-01-01","59.95","10.7166666","97.0","OSLO BLINDERN, NO","  40.5","24","  25.2","24","1001.1","24","989.3","24"," 32.9","24"," 11.7","24"," 21.4","999.9","  45.1"," ","  35.2"," "," 0.00","G","  3.5","110000"
"01493099999","2019-01-01","59.2833333","11.1166666","57.0","SARPSBORG, NO","  41.9","24","  27.1","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 14.4","24"," 19.0"," 35.9","  45.5"," ","  37.8","*"," 0.00","I","999.9","000000"
"01494099999","2019-01-01","59.378889","10.785556","53.03","RYGGE, NO","  42.1","24","  25.7","24"," 997.5"," 8","991.1"," 8"," 13.8","24"," 14.9","24"," 23.3"," 36.9","  46.0"," ","  37.4","*"," 0.02","G","999.9","000000"
"01495099999","2019-01-01","59.15","10.8333333","10.0","STROMTANGEN FYR, NO","  42.6","24","9999.9"," 0","1001.7","24","000.4","24","999.9"," 0"," 22.0","23"," 29.1"," 35.5","  45.9"," ","  38.8","*"," 0.16","F","999.9","000000"
"02000199999","2019-01-01","56.082779","13.2125","42.67","LJUNGBYHED, SW","  43.0","24","  36.0","24","9999.9"," 0","999.9"," 0","  5.5","24"," 22.9","24"," 33.0"," 48.0","  46.4","*","  41.0","*","99.99"," ","999.9","010000"
"02013099999","2019-01-01","67.7333333","17.4666666","542.7","RITSEM, SW","  19.5","24","  14.0","24"," 998.6","24","932.8","24"," 16.0","24","  5.1","24"," 11.7","999.9","  25.7"," ","  16.9","*"," 0.26","G","999.9","001000"
"02019099999","2019-01-01","68.4166666","18.1666666","516.0","KATTERJAKK A, SW","  18.3","24","  13.7","24","1000.0","24","937.2","24"," 12.0","24","  6.6","24"," 13.2"," 28.7","  22.6"," ","  12.0"," "," 0.33","G","999.9","001000"
"02020099999","2019-01-01","68.4166666","18.1666666","517.0","KATTERJAKK, SW","  18.4"," 5","9999.9"," 0","9999.9"," 0","999.9"," 0"," 20.0"," 5","  7.8"," 5"," 17.5","999.9","  20.8"," ","  13.3"," "," 0.35","F"," 34.6","001000"
"02022099999","2019-07-03","68.35379","18.81644","392.3","ABISKO, SW","  56.2"," 6","  34.0"," 6","1004.8"," 6","959.0"," 6"," 12.4"," 6","  5.7"," 6","  6.8"," 13.6","  60.8"," ","  46.9"," "," 0.00","I","999.9","000000"
"02024099999","2019-01-01","67.5","18.3","425.0","STORA SJOFALLET, SW","  20.4","24","  14.1","24","9999.9"," 0","999.9"," 0","  6.5","24"," 13.5","24"," 25.3","999.9","  24.4"," ","  17.6"," ","99.99"," ","999.9","001000"
"02029099999","2019-01-01","67.9166666","18.6","1146.0","TARFALA, SW","  12.1","24","   5.6","24","9999.9"," 0","862.6","24","999.9"," 0"," 13.4","24"," 27.2","999.9","  17.6"," ","   8.2"," "," 0.00","I","999.9","000000"
"02031099999","2019-01-01","68.0666666","19.8333333","493.0","RENSJON, SW","  17.8","24","  12.5","24","9999.9"," 0","999.9"," 0"," 13.3","24"," 10.0","24"," 15.5","999.9","  22.3"," ","  14.2"," "," 0.20","G","999.9","001000"
"02036099999","2019-01-01","67.85","19.0333333","468.0","NIKKALUOKTA, SW","  18.0","24","  11.7","24"," 999.2","24","942.0","24"," 14.3","24","999.9"," 0","999.9","999.9","  22.6"," ","   8.4","*"," 0.15","F","999.9","001000"
"02038099999","2019-01-01","67.25","20.2666666","453.0","LATNIVAARA, SW","  16.8","24","  13.5","24","9999.9"," 0","999.9"," 0"," 17.6","23","  6.4","24","  9.7","999.9","  21.6"," ","  -2.0","*"," 0.04","G","999.9","001000"
"02044099999","2019-01-01","67.821986","20.336764","459.63","KIRUNA, SW","  18.1","24","  14.5","24","9999.9"," 0","999.9"," 0","  4.4","24"," 10.1","24"," 15.9"," 22.0","  21.9"," ","  13.3"," ","99.99"," ","999.9","001000"
"02049099999","2019-01-01","67.132408","20.814636","313.02","GALLIVARE, SW","  20.2","24","  14.8","24","9999.9"," 0","999.9"," 0","  5.2","19","  9.8","24"," 15.0"," 29.9","  23.0"," ","  14.0","*"," 0.07","G","999.9","001000"
"02055099999","2019-01-01","68.6833333","21.5333333","402.0","NAIMAKKA, SW","  16.9","24","  11.4","24","9999.9"," 0","999.9"," 0"," 15.3","24","  7.9","24"," 13.6","999.9","  22.6"," ","   5.5"," "," 0.04","G","999.9","001000"
"02064099999","2019-01-01","67.3333333","22.2333333","240.0","SAITTAROVA, SW","  19.5","24","  13.3","24","9999.9"," 0","999.9"," 0"," 18.7","24","  5.3","24","  9.7","999.9","  23.2"," ","  14.5","*"," 0.13","G","999.9","001000"
"02072099999","2019-01-01","67.7333333","22.8333333","313.0","PARKALOMPOLO, SW","  18.5","24","  13.1","24"," 995.8","24","957.4","24"," 13.9","24","  5.7","24","  9.7","999.9","  22.8"," ","  13.1","*"," 0.20","G","999.9","001000"
"02081099999","2019-01-01","68.45","22.45","330.0","KARESUANDO, SW","  17.2","24","  13.2","24"," 998.1","24","957.2","24"," 18.7","24","  8.3","24"," 13.6","999.9","  23.2"," ","   7.0","*"," 0.07","G","999.9","001000"
"02095099999","2019-01-01","67.2","23.3833333","171.0","PAJALA, SW","  21.5","24","  17.7","24"," 994.8","24","974.3","24"," 16.9","24","  8.0","24"," 14.0"," 24.1","  27.3"," ","  15.8","*"," 0.17","G","999.9","001000"
"02101099999","2019-01-01","65.806111","15.082778","458.11","HEMAVAN, SW","  25.9","24","  21.1","24","9999.9"," 0","999.9"," 0","  5.8","24","  7.0","24"," 22.9","999.9","  38.1"," ","  15.8","*","99.99"," ","999.9","011000"
"02102099999","2019-01-01","65.1","14.5166666","1036.0","STEKENJOKK, SW","  19.4","21","  18.3","21","9999.9"," 0","999.9"," 0","999.9"," 0"," 28.0","21"," 44.7","999.9","  31.8"," ","  10.9","*"," 0.00","I","999.9","000000"
"02103099999","2019-01-01","65.7833333","15.0666666","793.0","HEMAVAN GIEREVARTO, SW","  22.1","24","  20.2","24","9999.9"," 0","999.9"," 0","999.9"," 0","999.9"," 0","999.9","999.9","  34.2"," ","  14.7","*"," 0.00","I","999.9","000000"
"02110099999","2019-01-01","65.3333333","15.0666666","577.0","GIELAS, SW","  22.1","24","  19.0","24","9999.9"," 0","999.9"," 0"," 15.2","24","  4.8","23"," 11.7","999.9","  38.7"," ","  15.8","*"," 0.34","G","999.9","001000"
"02119099999","2019-01-01","66.8833333","18.0166666","320.0","KVIKKJOKK ARRENJARKA, SW","  16.7","24","   9.2","24"," 998.0","24","959.0","24"," 19.8","24","  4.1","24"," 10.9"," 26.4","  25.9"," ","   0.9","*"," 0.17","G","999.9","001000"
"02120599999","2019-01-01","64.95","17.7","279.0","STORUMAN, SW","  24.9","24","  20.0","24"," 995.4","24","961.5","24"," 22.5","24","  8.5","23"," 13.6","999.9","  38.3"," ","  17.4"," "," 0.11","G","999.9","101000"
"02121099999","2019-01-01","66.6833333","16.1166666","615.0","MIERKENIS, SW","  22.6","24","  17.0","24"," 997.5","24","923.5","24"," 18.0","24","  6.6","24"," 13.6","999.9","  33.6"," ","  14.0"," "," 0.34","G","999.9","001000"
"02124099999","2019-01-07","66.05","17.8333333","432.0","ARJEPLOG, SW","  24.4"," 8","  19.1"," 8","1002.8"," 8","949.7"," 8"," 30.0"," 8","  4.1"," 8","  6.2","999.9","  25.5","*","  21.7","*"," 0.00","I","999.9","000000"
"02135099999","2019-01-01","65.5666666","17.8666666","393.0","BURESJON, SW","  20.7","24","  17.8","24","9999.9"," 0","999.9"," 0","999.9"," 0","  8.3","23"," 15.5","999.9","  33.4"," ","   6.1"," "," 0.13","G","999.9","000000"
"02141099999","2019-01-01","66.3166667","19.2166667","582.0","TJAKAAPE, SW","  19.9","24","  17.4","22"," 995.8","24","925.6","24","  3.8","24"," 10.6","24"," 17.5","999.9","  31.1"," ","  14.0","*"," 0.06","G","999.9","001000"
"02147099999","2019-01-01","65.15","18.6","363.0","MALA BRANNAN, SW","  23.4","24","  21.2","24","9999.9"," 0","999.9"," 0"," 21.2","24","  5.1","22","  9.7","999.9","  34.7"," ","  17.4","*"," 0.13","G","999.9","001000"
"02149099999","2019-01-01","65.6","19.2666666","384.0","ARVIDSJAUR, SW","  23.6","24","  19.3","24"," 994.9","24","948.2","24"," 15.9","24"," 11.3","24"," 17.5","999.9","  36.7"," ","  17.4","*"," 0.10","G","999.9","001000"
"02151099999","2019-01-01","66.4833333","20.1666666","275.0","JOKKMOKK FPL, SW","  20.9","24","  16.9","24"," 996.0","24","962.1","24"," 18.5","24","  8.3","24"," 13.6","999.9","  24.4"," ","  15.8","*"," 0.07","G","999.9","001000"
"02154099999","2019-01-01","65.875325","20.149917","181.96","VIDSEL, SW","  26.1","24","  22.4","24","9999.9"," 0","999.9"," 0","  6.3","24","  9.6","24"," 15.9"," 25.1","  38.1"," ","  17.6","*"," 0.14","G","999.9","011000"
"02161099999","2019-01-01","66.75","20.9333333","327.0","NATTAVAARA, SW","  20.0","22","  14.2","22","9999.9"," 0","999.9"," 0"," 14.6","21","  6.8","21"," 11.7","999.9","  24.4"," ","  14.5","*"," 0.15","G","999.9","001000"
"02171099999","2019-01-01","65.8166666","21.6333333","18.0","BODEN, SW","  26.3","24","  22.3","24"," 993.5","24","990.3","24"," 13.6","24","  5.8","23","  9.7","999.9","  33.3"," ","  22.3","*"," 0.09","G","999.9","111000"
"02173099999","2019-01-01","65.6666666","21.0666666","43.0","ALVSBYN, SW","  28.2","24","  22.6","24","9999.9"," 0","999.9"," 0"," 22.5","11","  8.8","24"," 13.6","999.9","  39.2"," ","  21.4","*"," 0.07","G","999.9","011000"
"02174099999","2019-01-01","66.2833333","21.1333333","186.0","LAKATRASK, SW","  23.1","24","  17.4","24"," 994.4","24","971.5","24"," 14.5","23","  4.6","24","  7.8","999.9","  28.9"," ","  15.8","*"," 0.15","G","999.9","001000"
"02176099999","2019-01-01","65.0333333","21.5666666","4.0","PITE RONNSKAR, SW","  30.6","24","  26.2","24","9999.9"," 0","999.9"," 0"," 29.7","23"," 20.5","24"," 35.0","999.9","  38.3"," ","  25.5","*"," 0.06","G","999.9","001000"
"02181099999","2019-01-01","66.2666666","22.85","62.0","OVERKALIX SVARTBYN, SW","  24.8","24","  22.4","24"," 992.8","24","985.1","24","  9.6","21","  6.6","22","  9.7","999.9","  31.8"," ","  19.0","*"," 0.30","G","999.9","001000"
"02184099999","2019-01-01","66.8166666","22.3333333","229.0","PAHAROVA, SW","  20.3","24","  18.8","24"," 994.4","24","966.2","24"," 15.9","23","  6.2","23"," 11.7","999.9","  27.1"," ","  14.2","*"," 0.20","G","999.9","001000"
"02186099999","2019-01-01","65.543758","22.121989","19.81","KALLAX, SW","  28.4","24","  24.7","24","9999.9"," 0","999.9"," 0","  6.7","17"," 10.6","24"," 14.0"," 26.0","  37.4","*","  21.2","*"," 0.16","G","999.9","011000"
"02188099999","2019-01-01","65.3166666","22.3833333","2.0","RODKALLEN, SW","  29.7","23","  25.3","23","9999.9"," 0","999.9"," 0"," 25.3","23"," 21.4","23"," 31.1","999.9","  36.0"," ","  24.6"," "," 0.04","G","999.9","010000"
"02191099999","2019-01-01","65.7","23.1","4.0","STORON, SW","  27.8","24","  24.6","24","9999.9"," 0","999.9"," 0"," 21.1","24","  9.3","24"," 13.6","999.9","  35.6"," ","  21.4","*"," 0.08","G","999.9","011000"
"02197099999","2019-01-01","65.8166666","24.1166666","16.0","HAPARANDA, SW","  27.5","24","  25.1","24"," 990.6","24","988.8","24"," 19.3","24","  9.4","24"," 15.5"," 29.3","  34.3"," ","  19.6","*"," 0.41","G","999.9","011000"
"02199099999","2019-01-01","66.6166666","23.4666666","132.0","YLINENJARVI, SW","  23.5","24","  20.9","24","9999.9"," 0","999.9"," 0"," 13.1","24","  8.0"," 9","  9.7","999.9","  30.4"," ","  17.4","*"," 0.14","G","999.9","001000"
"02207099999","2019-01-01","63.2833333","12.1166666","583.0","STORLIEN VISJOVALEN A, SW","  29.5","24","  27.3","24"," 999.7","24","929.7","24","  8.5","24"," 12.2","22"," 17.5","999.9","  39.2"," ","  24.3","*"," 0.48","G","999.9","011000"
"02209099999","2019-01-01","63.05","12.2833333","1030.0","SYLARNA, SW","  24.6","20","  23.5","20","9999.9"," 0","999.9"," 0","999.9"," 0"," 26.4","20"," 38.9","999.9","  36.9"," ","  18.3","*"," 0.00","I","999.9","000000"
"02210099999","2019-01-23","63.1833333","12.1666666","1090.0","BLAHAMMAREN, SW","  11.4","11","   9.0","11","9999.9"," 0","999.9"," 0","999.9"," 0"," 13.8","11"," 15.5","999.9","  13.3","*","   8.2","*"," 0.00","I","999.9","000000"
"02219099999","2019-01-01","64.5","14.2166666","550.0","GADDEDE A, SW","  27.0","24","  24.3","24"," 997.3","24","930.6","24"," 11.4","24","  5.3","24","  8.9"," 22.7","  37.2"," ","  18.1","*"," 0.41","G","999.9","011000"
"02221099999","2019-01-01","63.8333333","13.5","717.0","KORSVATTNET, SW","  26.8","24","  24.4","24","9999.9"," 0","999.9"," 0","  2.0","12"," 18.0","24"," 33.0","999.9","  36.0"," ","  19.4","*"," 0.70","G","999.9","001000"
"02226099999","2019-01-01","63.2","14.5","376.0","OSTERSUND, SW","  31.0","24","  26.1","24","9999.9"," 0","999.9"," 0","  6.2","24"," 11.5","24"," 21.4"," 33.0","  37.2"," ","  24.8","*","99.99"," ","999.9","011000"
"02230099999","2019-01-01","64.2166666","15.55","310.0","GUBBHOGEN, SW","  27.0","24","  22.8","24","9999.9"," 0","999.9"," 0"," 19.9","24","  5.6","23"," 11.7","999.9","  38.1"," ","  22.5","*"," 0.12","G","999.9","101000"
"02231099999","2019-01-01","63.6833333","14.6","362.0","FOLLINGE, SW","  29.3","24","  25.1","24","9999.9"," 0","999.9"," 0"," 20.4","24","  6.6","24"," 13.6","999.9","  37.4"," ","  23.5","*","99.99"," ","999.9","011000"
"02236099999","2019-01-01","63.7666666","15.3333333","376.0","HALLHAXASEN, SW","  28.3","24","  24.6","24"," 995.8","24","950.2","24"," 19.1","24","  6.2","23"," 11.7","999.9","  36.7"," ","  22.3","*"," 0.11","G","999.9","011000"
"02242099999","2019-01-01","64.0833333","16.2333333","241.0","HOTING, SW","  24.8","24","  21.0","24","9999.9"," 0","999.9"," 0"," 15.5","24","  6.3","20"," 13.6","999.9","  37.4"," ","  17.2"," "," 0.20","G","999.9","101000"
"02243099999","2019-01-01","63.6833333","16.95","214.0","JUNSELE, SW","  25.6","24","  23.5","24"," 994.4","24","967.5","24"," 16.0","23","  3.0","24","  6.0"," 23.5","  34.5"," ","  19.4"," "," 0.17","G","999.9","101000"
"02245099999","2019-01-01","64.5833333","16.85","349.0","VILHELMINA, SW","  22.4","24","  19.1","24"," 995.5","24","952.8","24"," 14.8","24","  6.2","23"," 11.7","999.9","  35.1"," ","  11.7"," "," 0.06","G","999.9","101000"
"02245599999","2019-01-01","64.548322","18.716219","214.88","LYCKSELE, SW","  23.6","24","  18.6","24","9999.9"," 0","999.9"," 0","  4.3","24","  8.7","24"," 18.1"," 34.0","  37.4","*","  10.4","*","99.99"," ","999.9","101000"
"02247099999","2019-01-01","63.15","16.1666666","184.0","KRANGEDE, SW","  29.9","24","  23.1","24"," 994.7","24","972.2","24"," 21.4","24","  6.6","23"," 15.5"," 32.4","  38.7"," ","  23.0"," "," 0.11","G","999.9","011000"
"02254099999","2019-01-01","64.1666666","17.3166666","308.0","ASELE, SW","  22.0","24","  18.9","24"," 994.7","24","956.9","24"," 18.2","22","  5.2","22"," 11.7","999.9","  34.0"," ","  10.4"," "," 0.20","G","999.9","101000"
"02259099999","2019-01-01","63.048597","17.768856","10.36","KRAMFORS SOLLEFTEA, SW","  27.9","24","  24.6","24","9999.9"," 0","999.9"," 0","  6.0","24"," 10.0","24"," 25.1","999.9","  30.2","*","  23.0","*","99.99"," ","999.9","011000"
"02260099999","2019-01-01","63.1333333","18.25","143.0","VASTMARKUM, SW","  31.1","24","  26.6","24"," 991.5","24","974.2","24"," 26.4","24","  7.5","21"," 13.6","999.9","  36.7"," ","  22.5"," "," 0.44","G","999.9","011000"
"02261099999","2019-01-01","64.55","18.7166666","211.0","LYCKSELE, SW","  24.1","24","  21.0","24"," 993.9","24","968.0","24"," 15.6","23","  8.7","22"," 15.5","999.9","  37.9"," ","  10.4"," "," 0.07","G","999.9","101000"
"02263099999","2019-01-01","64.0833333","18.3666666","327.0","FREDRIKA, SW","  26.1","24","  23.0","24","9999.9"," 0","999.9"," 0"," 16.4","24","  6.6","24"," 13.6","999.9","  34.9"," ","  20.8","*"," 0.17","G","999.9","001000"
"02265099999","2019-01-01","63.65","18.55","183.0","HEMLING, SW","  28.0","24","  25.2","24"," 992.1","24","969.8","24"," 18.3","24","  7.1","22"," 15.5","999.9","  34.7"," ","  23.5"," "," 0.26","G","999.9","101000"
"02267099999","2019-01-01","63.408339","18.990039","107.89","ORNSKOLDSVIK, SW","  30.0","24","  25.2","24","9999.9"," 0","999.9"," 0","  7.1","23"," 10.5","24"," 20.0"," 35.0","  36.9"," ","  24.8","*","99.99"," ","999.9","011000"
"02269099999","2019-01-01","63.1833333","19.0166666","11.0","SKAGSUDDE, SW","  33.0","24","  28.3","24","9999.9"," 0","999.9"," 0"," 21.9","24","  9.7","24"," 18.3"," 36.1","  37.9"," ","  27.5"," "," 0.07","G","999.9","011000"
"02271099999","2019-01-01","64.9333333","19.3833333","310.0","NORSJO, SW","  25.3","24","  21.9","24"," 993.5","24","955.6","24"," 21.7","24","  9.2","24"," 17.5","999.9","  34.5"," ","  19.6","*"," 0.18","G","999.9","101000"
"02282099999","2019-01-01","64.5666666","19.7","258.0","PETISTRASK, SW","  24.9","24","  21.7","24","9999.9"," 0","999.9"," 0"," 21.1","24","  6.0","22","  9.7","999.9","  34.7"," ","  11.1"," "," 0.23","G","999.9","101000"
"02284099999","2019-01-01","63.4333333","19.6833333","7.0","JARNASKLUBB, SW","  32.5","24","  28.0","24"," 990.5","24","989.6","24"," 21.5","24"," 11.4","24"," 19.4","999.9","  37.6"," ","  27.1"," "," 0.16","G","999.9","011000"
"02286099999","2019-01-01","63.791828","20.282758","7.31","UMEA, SW","  31.1","24","  26.6","24","9999.9"," 0","999.9"," 0","  8.0","14"," 11.6","24"," 24.1"," 39.0","  35.6"," ","  26.4"," ","99.99"," ","999.9","011000"
